,location,recording_date_time,species_code,Year_since_logging,mean_amp,SM2
1569,H22-CC-72,2022-06-12 05:40:00,WTSP,13,-44.575,1
1570,H22-CC-72,2022-06-12 06:40:00,WTSP,13,-47.44,1
1571,H22-CC-72,2022-06-12 06:40:00,YRWA,13,-40.675,1
1572,H22-CC-74,2022-06-04 05:45:00,WTSP,13,-45.115,1
1573,H22-CC-74,2022-06-04 05:45:00,WTSP,13,-57.19,1
1574,H22-CC-74,2022-06-04 05:45:00,TEWA,13,-40.265,1
1575,H22-CC-74,2022-06-04 06:45:00,YRWA,13,-49.245,1
1576,H22-CC-74,2022-06-04 06:45:00,WTSP,13,-49.565,1
1577,H22-CC-74,2022-06-04 06:45:00,WTSP,13,-46.4,1
1578,H22-CC-74,2022-06-04 06:45:00,TEWA,13,-38.69,1
1579,H22-CC-74,2022-06-05 05:44:00,TEWA,13,-36.585,1
1580,H22-CC-74,2022-06-05 05:44:00,WTSP,13,-46.695,1
1581,H22-CC-74,2022-06-05 05:44:00,TEWA,13,-42.1,1
1582,H22-CC-74,2022-06-05 05:44:00,WTSP,13,-49.03,1
1583,H22-CC-74,2022-06-05 06:44:00,TEWA,13,-34.565,1
1584,H22-CC-74,2022-06-05 06:44:00,WTSP,13,-50.885,1
1585,H22-CC-74,2022-06-06 05:43:00,WTSP,13,-53.245000000000005,1
1586,H22-CC-74,2022-06-06 05:43:00,WTSP,13,-47.620000000000005,1
1587,H22-CC-74,2022-06-06 05:43:00,WTSP,13,-44.775,1
1588,H22-CC-74,2022-06-06 05:43:00,TEWA,13,-41.150000000000006,1
1589,H22-CC-74,2022-06-06 06:43:00,WTSP,13,-41.665000000000006,1
1590,H22-CC-74,2022-06-06 06:43:00,WTSP,13,-46.43,1
1591,H22-CC-74,2022-06-06 06:43:00,WTSP,13,-48.760000000000005,1
1592,H22-CC-74,2022-06-06 06:43:00,YRWA,13,-43.58,1
1593,H22-CC-74,2022-06-07 05:43:00,WTSP,13,-39.08,1
1594,H22-CC-74,2022-06-07 05:43:00,WTSP,13,-44.06,1
1595,H22-CC-74,2022-06-07 05:43:00,WTSP,13,-50.15,1
1596,H22-CC-74,2022-06-07 05:43:00,TEWA,13,-42.59,1
1597,H22-CC-74,2022-06-07 05:43:00,TEWA,13,-42.005,1
1598,H22-CC-74,2022-06-07 06:43:00,WTSP,13,-48.465,1
1599,H22-CC-74,2022-06-07 06:43:00,WTSP,13,-54.76,1
1600,H22-CC-74,2022-06-08 05:42:00,TEWA,13,-40.595,1
1601,H22-CC-74,2022-06-08 05:42:00,WTSP,13,-44.3,1
1602,H22-CC-74,2022-06-08 05:42:00,WTSP,13,-58.74,1
1603,H22-CC-74,2022-06-08 05:42:00,WTSP,13,-54.3,1
1604,H22-CC-74,2022-06-08 06:42:00,WTSP,13,-49.290000000000006,1
1605,H22-CC-74,2022-06-08 06:42:00,WTSP,13,-51.77,1
1606,H22-CC-74,2022-06-08 06:42:00,TEWA,13,-46.705,1
1607,H22-CC-74,2022-06-09 05:41:00,WTSP,13,-47.865,1
1608,H22-CC-74,2022-06-09 05:41:00,WTSP,13,-47.120000000000005,1
1609,H22-CC-74,2022-06-09 05:41:00,WTSP,13,-48.855,1
1610,H22-CC-74,2022-06-09 06:41:00,WTSP,13,-45.64,1
1611,H22-CC-74,2022-06-09 06:41:00,TEWA,13,-41.215,1
1612,H22-CC-74,2022-06-09 06:41:00,TEWA,13,-43.64,1
1613,H22-CC-74,2022-06-09 06:41:00,WTSP,13,-50.095,1
1614,H22-CC-74,2022-06-09 06:41:00,WTSP,13,-49.825,1
1615,H22-CC-74,2022-06-10 05:41:00,WTSP,13,-53.73,1
1616,H22-CC-74,2022-06-10 05:41:00,WTSP,13,-52.625,1
1617,H22-CC-74,2022-06-10 05:41:00,WTSP,13,-49.645,1
1618,H22-CC-74,2022-06-10 06:41:00,WTSP,13,-25.605,1
1619,H22-CC-74,2022-06-10 06:41:00,WTSP,13,-54.79,1
1620,H22-CC-74,2022-06-10 06:41:00,WTSP,13,-49.1,1
1621,H22-CC-74,2022-06-10 06:41:00,WTSP,13,-43.86,1
1622,H22-CC-74,2022-06-11 05:41:00,WTSP,13,-49.17,1
1623,H22-CC-74,2022-06-11 05:41:00,WTSP,13,-51.86,1
1624,H22-CC-74,2022-06-11 05:41:00,TEWA,13,-42.44,1
1625,H22-CC-74,2022-06-11 05:41:00,WTSP,13,-50.845,1
1626,H22-CC-74,2022-06-11 06:41:00,WTSP,13,-51.125,1
1627,H22-CC-74,2022-06-11 06:41:00,WTSP,13,-47.295,1
1628,H22-CC-74,2022-06-11 06:41:00,TEWA,13,-44.42,1
1629,H22-CC-74,2022-06-12 05:40:00,WTSP,13,-50.225,1
1630,H22-CC-74,2022-06-12 05:40:00,WTSP,13,-50.57,1
1631,H22-CC-74,2022-06-12 05:40:00,TEWA,13,-45.59,1
1632,H22-CC-74,2022-06-12 06:40:00,TEWA,13,-41.48,1
1633,H22-CC-74,2022-06-12 06:40:00,WTSP,13,-53.11,1
1634,H22-CC-74,2022-06-12 06:40:00,REVI,13,-41.105,1
1635,H22-CC-74,2022-06-12 06:40:00,WTSP,13,-54.745000000000005,1
1636,H22-CC-77,2022-06-03 05:16:00,TEWA,13,-38.755,0
1637,H22-CC-77,2022-06-03 05:16:00,REVI,13,-45.72,0
1638,H22-CC-77,2022-06-03 05:16:00,WTSP,13,-55.2,0
1639,H22-CC-77,2022-06-03 05:16:00,WTSP,13,-44.13,0
1640,H22-CC-77,2022-06-03 05:16:00,WTSP,13,-51.855,0
1641,H22-CC-77,2022-06-03 05:16:00,WTSP,13,-34.08,0
1642,H22-CC-77,2022-06-03 05:16:00,WTSP,13,-54.49,0
1643,H22-CC-77,2022-06-03 05:46:00,REVI,13,-41.260000000000005,0
1644,H22-CC-77,2022-06-03 05:46:00,WTSP,13,-36.265,0
1645,H22-CC-77,2022-06-03 05:46:00,TEWA,13,-42.66,0
1646,H22-CC-77,2022-06-03 05:46:00,WTSP,13,-41.115,0
1647,H22-CC-77,2022-06-03 05:46:00,WTSP,13,-42.515,0
1648,H22-CC-77,2022-06-03 06:46:00,TEWA,13,-44.78,0
1649,H22-CC-77,2022-06-03 06:46:00,REVI,13,-43.72,0
1650,H22-CC-77,2022-06-03 06:46:00,REVI,13,-39.620000000000005,0
1651,H22-CC-77,2022-06-03 06:46:00,WTSP,13,-42.035,0
1652,H22-CC-77,2022-06-03 06:46:00,WTSP,13,-42.885000000000005,0
1653,H22-CC-77,2022-06-03 06:46:00,TEWA,13,-49.87,0
1654,H22-CC-77,2022-06-03 06:46:00,WTSP,13,-48.86,0
1655,H22-CC-77,2022-06-03 07:46:00,TEWA,13,-39.31,0
1656,H22-CC-77,2022-06-03 07:46:00,REVI,13,-45.105,0
1657,H22-CC-77,2022-06-03 07:46:00,WTSP,13,-48.055,0
1658,H22-CC-77,2022-06-04 05:15:00,WTSP,13,-47.515,0
1659,H22-CC-77,2022-06-04 05:15:00,REVI,13,-47.455,0
1660,H22-CC-77,2022-06-04 05:15:00,WTSP,13,-31.01,0
1661,H22-CC-77,2022-06-04 05:15:00,TEWA,13,-45.04,0
1662,H22-CC-77,2022-06-04 05:45:00,TEWA,13,-43.45,0
1663,H22-CC-77,2022-06-04 05:45:00,WTSP,13,-26.755,0
1664,H22-CC-77,2022-06-04 05:45:00,REVI,13,-44.1,0
1665,H22-CC-77,2022-06-04 05:45:00,REVI,13,-48.045,0
1666,H22-CC-77,2022-06-04 05:45:00,WTSP,13,-50.975,0
1667,H22-CC-77,2022-06-04 06:45:00,REVI,13,-39.605,0
1668,H22-CC-77,2022-06-04 06:45:00,WTSP,13,-41.48,0
1669,H22-CC-77,2022-06-04 06:45:00,WTSP,13,-38.05500000000001,0
1670,H22-CC-77,2022-06-04 06:45:00,WTSP,13,-43.805,0
1671,H22-CC-77,2022-06-04 06:45:00,WTSP,13,-43.165,0
1672,H22-CC-77,2022-06-04 06:45:00,TEWA,13,-40.31,0
1673,H22-CC-77,2022-06-04 07:45:00,REVI,13,-42.77,0
1674,H22-CC-77,2022-06-04 07:45:00,TEWA,13,-43.175,0
1675,H22-CC-77,2022-06-04 07:45:00,WTSP,13,-45.370000000000005,0
1676,H22-CC-77,2022-06-04 07:45:00,WTSP,13,-53.865,0
1677,H22-CC-77,2022-06-04 07:45:00,WTSP,13,-47.24,0
1678,H22-CC-77,2022-06-05 05:14:00,WTSP,13,-26.465,0
1679,H22-CC-77,2022-06-05 05:14:00,TEWA,13,-47.59,0
1680,H22-CC-77,2022-06-05 05:14:00,WTSP,13,-43.01,0
1681,H22-CC-77,2022-06-05 05:44:00,WTSP,13,-53.705,0
1682,H22-CC-77,2022-06-05 05:44:00,TEWA,13,-43.31,0
1683,H22-CC-77,2022-06-05 05:44:00,REVI,13,-36.555,0
1684,H22-CC-77,2022-06-05 05:44:00,REVI,13,-44.015,0
1685,H22-CC-77,2022-06-05 06:44:00,WTSP,13,-49.645,0
1686,H22-CC-77,2022-06-05 06:44:00,WTSP,13,-29.705,0
1687,H22-CC-77,2022-06-05 06:44:00,REVI,13,-49.81,0
1688,H22-CC-77,2022-06-05 06:44:00,REVI,13,-42.425,0
1689,H22-CC-77,2022-06-05 07:44:00,REVI,13,-41.69,0
1690,H22-CC-77,2022-06-05 07:44:00,REVI,13,-46.195,0
1691,H22-CC-77,2022-06-05 07:44:00,TEWA,13,-38.905,0
1692,H22-CC-77,2022-06-06 05:13:00,WTSP,13,-41.525000000000006,0
1693,H22-CC-77,2022-06-06 05:13:00,TEWA,13,-45.455,0
1694,H22-CC-77,2022-06-06 05:13:00,WTSP,13,-25.645,0
1695,H22-CC-77,2022-06-06 05:13:00,WTSP,13,-38.88,0
1696,H22-CC-77,2022-06-06 05:43:00,WTSP,13,-37.94,0
1697,H22-CC-77,2022-06-06 05:43:00,REVI,13,-42.95,0
1698,H22-CC-77,2022-06-06 06:43:00,REVI,13,,0
1699,H22-CC-78,2022-06-05 06:29:00,WTSP,11,-52.965,0
1700,H22-CC-78,2022-06-05 06:29:00,WTSP,11,-50.95,0
1701,H22-CC-78,2022-06-05 06:29:00,REVI,11,-42.545,0
1702,H22-CC-78,2022-06-05 06:59:00,REVI,11,-42.99,0
1703,H22-CC-78,2022-06-05 07:14:00,WTSP,11,-50.445,0
1704,H22-CC-78,2022-06-05 07:14:00,REVI,11,-39.32,0
1705,H22-CC-78,2022-06-06 06:43:00,WTSP,11,-52.82,0
1706,H22-CC-78,2022-06-06 07:13:00,REVI,11,-40.99,0
1707,H22-CC-78,2022-06-06 07:13:00,REVI,11,-41.155,0
1708,H22-CC-78,2022-06-06 07:13:00,WTSP,11,-47.975,0
1709,H22-CC-78,2022-06-07 06:58:00,REVI,11,-45.21,0
1710,H22-CC-78,2022-06-07 07:13:00,WTSP,11,-53.24,0
1711,H22-CC-78,2022-06-07 07:13:00,WTSP,11,-51.07,0
1712,H22-CC-78,2022-06-07 07:13:00,WTSP,11,-40.19499999999999,0
1713,H22-CC-78,2022-06-08 05:42:00,REVI,11,-45.02,0
1714,H22-CC-78,2022-06-08 05:42:00,REVI,11,-43.68,0
1715,H22-CC-78,2022-06-08 05:42:00,WTSP,11,-47.15,0
1716,H22-CC-78,2022-06-08 06:27:00,REVI,11,-41.055,0
1717,H22-CC-78,2022-06-08 06:27:00,WTSP,11,-44.2,0
1718,H22-CC-78,2022-06-08 06:27:00,TEWA,11,-49.725,0
1719,H22-CC-78,2022-06-08 06:27:00,WTSP,11,-51.095,0
1720,H22-CC-78,2022-06-08 06:27:00,WTSP,11,-49.61,0
1721,H22-CC-78,2022-06-09 06:26:00,WTSP,11,-46.645,0
1722,H22-CC-78,2022-06-09 06:26:00,TEWA,11,-43.56,0
1723,H22-CC-78,2022-06-09 06:26:00,REVI,11,-39.115,0
1724,H22-CC-78,2022-06-09 06:26:00,WTSP,11,-51.79,0
1725,H22-CC-78,2022-06-10 06:41:00,REVI,11,-44.625,0
1726,H22-CC-78,2022-06-10 06:41:00,REVI,11,-45.290000000000006,0
1727,H22-CC-78,2022-06-10 06:41:00,REVI,11,-46.595,0
1728,H22-CC-78,2022-06-10 06:41:00,WTSP,11,-46.42,0
1729,H22-CC-78,2022-06-10 06:41:00,WTSP,11,-47.655,0
1730,H22-CC-78,2022-06-10 06:41:00,TEWA,11,-42.7,0
1731,H22-CC-78,2022-06-11 06:41:00,WTSP,11,-52.755,0
1732,H22-CC-78,2022-06-11 06:41:00,WTSP,11,-44.73,0
1733,H22-CC-78,2022-06-11 06:41:00,REVI,11,-42.145,0
1734,H22-CC-78,2022-06-12 06:40:00,WTSP,11,-53.165,0
1735,H22-CC-78,2022-06-12 06:40:00,WTSP,11,-31.46,0
1736,H22-CC-78,2022-06-12 06:40:00,REVI,11,-41.09,0
1737,H22-CC-78,2022-06-12 06:40:00,REVI,11,-46.485,0
1738,H22-CC-78,2022-06-12 06:40:00,WTSP,11,-53.9,0
1739,H22-CC-78,2022-06-12 07:10:00,REVI,11,-42.675,0
1740,H22-CC-78,2022-06-12 07:10:00,WTSP,11,-46.42,0
1741,H22-CC-78,2022-06-12 07:10:00,WTSP,11,-26.765,0
1742,H22-CC-78,2022-06-12 07:10:00,WTSP,11,-45.525000000000006,0
1743,H22-CC-80,2022-06-05 05:44:00,WTSP,11,-51.89,0
1744,H22-CC-80,2022-06-05 05:44:00,TEWA,11,-43.935,0
1745,H22-CC-80,2022-06-05 06:14:00,WTSP,11,-47.900000000000006,0
1746,H22-CC-80,2022-06-05 06:14:00,TEWA,11,-43.02,0
1747,H22-CC-80,2022-06-05 06:14:00,REVI,11,-43.195,0
1748,H22-CC-80,2022-06-05 06:14:00,WTSP,11,-31.76,0
1749,H22-CC-80,2022-06-05 06:29:00,WTSP,11,-42.885,0
1750,H22-CC-80,2022-06-05 06:29:00,WTSP,11,-45.17,0
1751,H22-CC-80,2022-06-05 06:29:00,WTSP,11,-51.225,0
1752,H22-CC-80,2022-06-05 06:29:00,TEWA,11,-30.235,0
1753,H22-CC-80,2022-06-05 06:29:00,TEWA,11,-38.635000000000005,0
1754,H22-CC-80,2022-06-05 06:29:00,WTSP,11,-55.98,0
1755,H22-CC-80,2022-06-05 06:44:00,TEWA,11,-41.465,0
1756,H22-CC-80,2022-06-05 06:44:00,REVI,11,-48.865,0
1757,H22-CC-80,2022-06-07 05:43:00,REVI,11,-28.36,0
1758,H22-CC-80,2022-06-07 05:43:00,YRWA,11,-46.825,0
1759,H22-CC-80,2022-06-07 06:13:00,REVI,11,-29.955,0
1760,H22-CC-80,2022-06-07 06:13:00,WTSP,11,-50.615,0
1761,H22-CC-80,2022-06-07 06:58:00,REVI,11,-38.645,0
1762,H22-CC-80,2022-06-07 06:58:00,WTSP,11,-25.25,0
1763,H22-CC-80,2022-06-07 06:58:00,WTSP,11,-42.715,0
1764,H22-CC-80,2022-06-08 06:42:00,WTSP,11,-49.41,0
1765,H22-CC-80,2022-06-08 06:42:00,REVI,11,-32.32,0
1766,H22-CC-80,2022-06-08 06:42:00,WTSP,11,-39.73,0
1767,H22-CC-80,2022-06-08 06:42:00,WTSP,11,-31.245,0
1768,H22-CC-80,2022-06-08 06:42:00,YRWA,11,-41.59,0
1769,H22-CC-80,2022-06-08 07:12:00,REVI,11,-34.68,0
1770,H22-CC-80,2022-06-08 07:12:00,REVI,11,-40.68,0
1771,H22-CC-80,2022-06-08 07:12:00,TEWA,11,-40.29,0
1772,H22-CC-80,2022-06-08 07:12:00,WTSP,11,-28.520000000000003,0
1773,H22-CC-80,2022-06-09 06:26:00,WTSP,11,-47.36,0
1774,H22-CC-80,2022-06-09 06:26:00,YRWA,11,-38.255,0
1775,H22-CC-80,2022-06-09 06:26:00,WTSP,11,-51.855,0
1776,H22-CC-80,2022-06-09 06:26:00,WTSP,11,-45.97,0
1777,H22-CC-80,2022-06-09 06:26:00,REVI,11,-23.94,0
1778,H22-CC-80,2022-06-10 05:41:00,REVI,11,,0
1779,H22-CC-80,2022-06-10 05:41:00,REVI,11,-40.86,0
1780,H22-CC-80,2022-06-10 05:41:00,WTSP,11,-50.88,0
1781,H22-CC-80,2022-06-10 05:41:00,YRWA,11,-44.31,0
1782,H22-CC-80,2022-06-10 06:26:00,REVI,11,-39.765,0
1783,H22-CC-80,2022-06-10 06:26:00,WTSP,11,-42.260000000000005,0
1784,H22-CC-80,2022-06-10 06:26:00,REVI,11,-42.515,0
1785,H22-CC-80,2022-06-10 06:26:00,YRWA,11,-42.795,0
1786,H22-CC-80,2022-06-10 06:41:00,REVI,11,-39.995000000000005,0
1787,H22-CC-80,2022-06-10 06:41:00,REVI,11,-46.39,0
1788,H22-CC-80,2022-06-10 06:41:00,TEWA,11,-40.555,0
1789,H22-CC-80,2022-06-11 05:41:00,REVI,11,-44.945,0
1790,H22-CC-80,2022-06-11 05:41:00,REVI,11,-45.145,0
1791,H22-CC-80,2022-06-11 05:41:00,WTSP,11,-50.51,0
1792,H22-CC-80,2022-06-11 05:41:00,WTSP,11,-45.285,0
1793,H22-CC-80,2022-06-11 06:41:00,WTSP,11,-53.79,0
1794,H22-CC-80,2022-06-11 06:41:00,REVI,11,-39.835,0
1795,H22-CC-80,2022-06-11 06:41:00,REVI,11,-42.945,0
1796,H22-CC-80,2022-06-11 06:41:00,WTSP,11,-34.540000000000006,0
1797,H22-CC-80,2022-06-11 07:11:00,REVI,11,-46.23,0
1798,H22-CC-80,2022-06-11 07:11:00,WTSP,11,-48.855,0
1799,H22-CC-80,2022-06-11 07:11:00,REVI,11,-38.765,0
1800,H22-CC-80,2022-06-11 07:11:00,WTSP,11,-41.805,0
1801,H22-CC-80,2022-06-12 06:25:00,YRWA,11,-38.64,0
1802,H22-CC-80,2022-06-12 06:25:00,WTSP,11,-45.555,0
1803,H22-CC-80,2022-06-12 06:25:00,WTSP,11,-50.055,0
1804,H22-CC-80,2022-06-12 06:25:00,WTSP,11,-33.835,0
1805,H22-CC-80,2022-06-12 06:55:00,WTSP,11,-34.34,0
1806,H22-CC-80,2022-06-12 06:55:00,WTSP,11,-36.54,0
1807,H22-CC-80,2022-06-12 06:55:00,REVI,11,-43.725,0
1808,H22-CC-80,2022-06-12 06:55:00,REVI,11,-46.825,0
1809,H22-CC-80,2022-06-12 06:55:00,WTSP,11,-47.875,0
1810,H22-CC-80,2022-06-13 06:25:00,REVI,11,-30.875,0
1811,H22-CC-80,2022-06-13 06:25:00,WTSP,11,-39.47,0
1812,H22-CC-80,2022-06-13 06:25:00,WTSP,11,-35.825,0
1813,H22-CC-80,2022-06-13 06:40:00,REVI,11,-27.965,0
1814,H22-CC-80,2022-06-13 07:10:00,REVI,11,-39.92,0
1815,H22-CC-80,2022-06-13 07:10:00,REVI,11,-44.875,0
1816,H22-CC-80,2022-06-13 07:10:00,WTSP,11,-43.245000000000005,0
1817,H22-CC-80,2022-06-13 07:10:00,WTSP,11,-45.34,0
1818,H22-CC-80,2022-06-13 07:10:00,WTSP,11,-45.565,0
1819,H22-CC-83,2022-06-03 05:46:00,WTSP,9,-49.32,0
1820,H22-CC-83,2022-06-03 05:46:00,REVI,9,-38.295,0
1821,H22-CC-83,2022-06-03 05:46:00,TEWA,9,-42.38,0
1822,H22-CC-83,2022-06-03 05:46:00,WTSP,9,-45.6,0
1823,H22-CC-83,2022-06-03 05:46:00,WTSP,9,-43.55,0
1824,H22-CC-83,2022-06-03 06:46:00,WTSP,9,-41.425,0
1825,H22-CC-83,2022-06-03 06:46:00,WTSP,9,-46.71,0
1826,H22-CC-83,2022-06-03 06:46:00,WTSP,9,-44.25,0
1827,H22-CC-83,2022-06-03 06:46:00,TEWA,9,-42.055,0
1828,H22-CC-83,2022-06-03 06:46:00,WTSP,9,-44.215,0
1829,H22-CC-83,2022-06-03 07:46:00,WTSP,9,-37.73,0
1830,H22-CC-83,2022-06-03 07:46:00,WTSP,9,-43.115,0
1831,H22-CC-83,2022-06-03 07:46:00,WTSP,9,-42.620000000000005,0
1832,H22-CC-83,2022-06-03 07:46:00,WTSP,9,-44.295,0
1833,H22-CC-83,2022-06-04 05:45:00,TEWA,9,-43.94,0
1834,H22-CC-83,2022-06-04 05:45:00,WTSP,9,-49.17,0
1835,H22-CC-83,2022-06-04 05:45:00,WTSP,9,-51.27,0
1836,H22-CC-83,2022-06-04 05:45:00,WTSP,9,-40.89,0
1837,H22-CC-83,2022-06-04 05:45:00,WTSP,9,-47.415,0
1838,H22-CC-83,2022-06-04 06:45:00,TEWA,9,-39.685,0
1839,H22-CC-83,2022-06-04 06:45:00,WTSP,9,-40.92,0
1840,H22-CC-83,2022-06-04 06:45:00,WTSP,9,-42.295,0
1841,H22-CC-83,2022-06-04 06:45:00,WTSP,9,-49.0,0
1842,H22-CC-83,2022-06-04 06:45:00,WTSP,9,-41.93,0
1843,H22-CC-83,2022-06-04 07:45:00,WTSP,9,-47.56,0
1844,H22-CC-83,2022-06-04 07:45:00,WTSP,9,-44.585,0
1845,H22-CC-83,2022-06-04 07:45:00,WTSP,9,-35.2,0
1846,H22-CC-83,2022-06-05 05:44:00,WTSP,9,-42.71,0
1847,H22-CC-83,2022-06-05 05:44:00,WTSP,9,-38.59,0
1848,H22-CC-83,2022-06-05 05:44:00,WTSP,9,-44.705,0
1849,H22-CC-83,2022-06-05 05:44:00,WTSP,9,-44.005,0
1850,H22-CC-83,2022-06-05 06:44:00,TEWA,9,-42.275000000000006,0
1851,H22-CC-83,2022-06-05 06:44:00,WTSP,9,-44.43,0
1852,H22-CC-83,2022-06-05 06:44:00,WTSP,9,-40.085,0
1853,H22-CC-83,2022-06-05 06:44:00,WTSP,9,-44.945,0
1854,H22-CC-83,2022-06-05 07:44:00,WTSP,9,-44.99,0
1855,H22-CC-83,2022-06-05 07:44:00,WTSP,9,-45.02,0
1856,H22-CC-83,2022-06-06 05:43:00,WTSP,9,-41.215,0
1857,H22-CC-83,2022-06-06 05:43:00,WTSP,9,-46.04,0
1858,H22-CC-83,2022-06-06 05:43:00,WTSP,9,-46.48,0
1859,H22-CC-83,2022-06-06 06:43:00,WTSP,9,-44.675,0
1860,H22-CC-83,2022-06-06 06:43:00,WTSP,9,-30.185,0
1861,H22-CC-83,2022-06-06 07:43:00,WTSP,9,-41.44,0
1862,H22-CC-83,2022-06-06 07:43:00,WTSP,9,-44.75,0
1863,H22-CC-83,2022-06-06 07:43:00,WTSP,9,-38.24,0
1864,H22-CC-83,2022-06-06 07:43:00,WTSP,9,-36.79,0
1865,H22-CC-85,2022-06-03 05:46:00,YRWA,13,-42.22,0
1866,H22-CC-85,2022-06-03 05:46:00,WTSP,13,-49.805,0
1867,H22-CC-85,2022-06-03 05:46:00,REVI,13,-45.485,0
1868,H22-CC-85,2022-06-03 05:46:00,RCKI,13,-42.375,0
1869,H22-CC-85,2022-06-03 05:46:00,WTSP,13,-38.66,0
1870,H22-CC-85,2022-06-03 05:46:00,WTSP,13,-14.27,0
1871,H22-CC-85,2022-06-03 06:46:00,WTSP,13,-37.260000000000005,0
1872,H22-CC-85,2022-06-03 06:46:00,REVI,13,-43.97,0
1873,H22-CC-85,2022-06-03 06:46:00,WTSP,13,-31.33,0
1874,H22-CC-85,2022-06-03 06:46:00,WTSP,13,-42.005,0
1875,H22-CC-85,2022-06-03 06:46:00,WTSP,13,-51.72,0
1876,H22-CC-85,2022-06-03 06:46:00,WTSP,13,-39.295,0
1877,H22-CC-85,2022-06-03 06:46:00,WTSP,13,-45.87,0
1878,H22-CC-85,2022-06-03 06:46:00,REVI,13,-44.78,0
1879,H22-CC-85,2022-06-03 07:46:00,WTSP,13,-46.255,0
1880,H22-CC-85,2022-06-03 07:46:00,WTSP,13,-48.785,0
1881,H22-CC-85,2022-06-03 07:46:00,WTSP,13,-55.78,0
1882,H22-CC-85,2022-06-03 07:46:00,WTSP,13,-51.235,0
1883,H22-CC-85,2022-06-04 05:15:00,WTSP,13,-38.955,0
1884,H22-CC-85,2022-06-04 05:15:00,WTSP,13,-33.31,0
1885,H22-CC-85,2022-06-04 05:15:00,REVI,13,-37.13,0
1886,H22-CC-85,2022-06-04 05:15:00,WTSP,13,-39.87,0
1887,H22-CC-85,2022-06-04 05:45:00,WTSP,13,,0
1888,H22-CC-85,2022-06-04 05:45:00,WTSP,13,-39.23,0
1889,H22-CC-85,2022-06-04 05:45:00,WTSP,13,-40.44,0
1890,H22-CC-85,2022-06-04 05:45:00,YRWA,13,-41.175,0
1891,H22-CC-85,2022-06-04 05:45:00,OSFL,13,-44.965,0
1892,H22-CC-85,2022-06-04 05:45:00,WTSP,13,-41.835,0
1893,H22-CC-85,2022-06-04 05:45:00,REVI,13,-41.625,0
1894,H22-CC-85,2022-06-04 06:45:00,REVI,13,-47.74,0
1895,H22-CC-85,2022-06-04 06:45:00,YRWA,13,-45.38,0
1896,H22-CC-85,2022-06-04 06:45:00,WTSP,13,-55.425,0
1897,H22-CC-85,2022-06-04 06:45:00,WTSP,13,-45.885000000000005,0
1898,H22-CC-85,2022-06-04 06:45:00,WTSP,13,-44.92,0
1899,H22-CC-85,2022-06-04 06:45:00,OSFL,13,-45.675,0
1900,H22-CC-85,2022-06-05 05:14:00,TEWA,13,-42.775000000000006,0
1901,H22-CC-85,2022-06-05 05:14:00,WTSP,13,-23.865,0
1902,H22-CC-85,2022-06-05 05:14:00,WTSP,13,-44.14,0
1903,H22-CC-85,2022-06-05 05:14:00,WTSP,13,-37.215,0
1904,H22-CC-85,2022-06-05 05:14:00,REVI,13,-35.2,0
1905,H22-CC-85,2022-06-05 05:44:00,TEWA,13,-43.5,0
1906,H22-CC-85,2022-06-05 05:44:00,REVI,13,-35.705,0
1907,H22-CC-85,2022-06-05 05:44:00,WTSP,13,-36.625,0
1908,H22-CC-85,2022-06-05 05:44:00,WTSP,13,-12.78,0
1909,H22-CC-85,2022-06-05 05:44:00,WTSP,13,-36.685,0
1910,H22-CC-85,2022-06-05 06:44:00,OSFL,13,-50.115,0
1911,H22-CC-85,2022-06-05 06:44:00,WTSP,13,-25.9,0
1912,H22-CC-85,2022-06-05 06:44:00,WTSP,13,-42.69,0
1913,H22-CC-85,2022-06-05 06:44:00,REVI,13,-48.875,0
1914,H22-CC-85,2022-06-05 06:44:00,WTSP,13,-49.91,0
1915,H22-CC-85,2022-06-05 06:44:00,YRWA,13,-46.53,0
1916,H22-CC-85,2022-06-05 07:44:00,WTSP,13,-22.44,0
1917,H22-CC-85,2022-06-05 07:44:00,WTSP,13,-49.555,0
1918,H22-CC-85,2022-06-05 07:44:00,WTSP,13,-39.965,0
1919,H22-CC-85,2022-06-05 07:44:00,WTSP,13,-40.09,0
1920,H22-CC-85,2022-06-05 07:44:00,TEWA,13,-46.61,0
1921,H22-CC-85,2022-06-05 07:44:00,REVI,13,-44.275000000000006,0
1922,H22-CC-85,2022-06-06 04:43:00,WTSP,13,-47.05,0
1923,H22-CC-85,2022-06-06 04:43:00,TEWA,13,-44.405,0
1924,H22-CC-85,2022-06-06 04:43:00,WTSP,13,-52.97,0
1925,H22-CC-85,2022-06-06 04:43:00,WTSP,13,-54.69,0
1926,H22-CC-85,2022-06-06 04:43:00,REVI,13,-44.695,0
1927,H22-CC-85,2022-06-06 04:43:00,REVI,13,-44.975,0
1928,H22-CC-85,2022-06-06 04:43:00,WTSP,13,-35.305,0
1929,H22-CC-85,2022-06-06 05:43:00,REVI,13,-32.115,0
1930,H22-CC-85,2022-06-06 05:43:00,TEWA,13,-43.03,0
1931,H22-CC-85,2022-06-06 05:43:00,WTSP,13,-35.33,0
1932,H22-CC-85,2022-06-06 05:43:00,YRWA,13,-38.74,0
1933,H22-CC-85,2022-06-06 06:43:00,WTSP,13,-38.215,0
1934,H22-CC-85,2022-06-06 06:43:00,WTSP,13,-35.32,0
