"","distance","species_code","BinForest","SM2","lwr","upr","predicted"
"66",78.1763527054108,"BRBL","FO",0,-32.2911578155304,-30.4531131936704,-31.3721355046004
"67",79.1482965931864,"BRBL","FO",0,-32.464946411379,-30.6252169570134,-31.5450816841962
"68",80.1202404809619,"BRBL","FO",0,-32.6375043940772,-30.7959314843224,-31.7167179391998
"69",81.0921843687375,"BRBL","FO",0,-32.8088631168206,-30.9652886046311,-31.8870758607259
"70",82.064128256513,"BRBL","FO",0,-32.9790527842615,-31.1333190370982,-32.0561859106799
"71",83.0360721442886,"BRBL","FO",0,-33.1481025060167,-31.3000524438675,-32.2240774749421
"72",84.0080160320641,"BRBL","FO",0,-33.316040347104,-31.4655174798116,-32.3907789134578
"73",84.9799599198397,"BRBL","FO",0,-33.4828933755159,-31.6297418393741,-32.556317607445
"74",85.9519038076152,"BRBL","FO",0,-33.6486877071297,-31.7927523007086,-32.7207200039191
"75",86.9238476953908,"BRBL","FO",0,-33.813448548131,-31.9545747672948,-32.8840116577129
"76",87.8957915831663,"BRBL","FO",0,-33.9772002351194,-32.1152343072026,-33.046217271161
"77",88.8677354709419,"BRBL","FO",0,-34.139966273047,-32.2747551901568,-33.2073607316019
"78",89.8396793587174,"BRBL","FO",0,-34.301769371132,-32.433160922548,-33.36746514684
"79",90.811623246493,"BRBL","FO",0,-34.4626314768787,-32.5904742805214,-33.5265528787001
"80",91.7835671342685,"BRBL","FO",0,-34.6225738083229,-32.7467173412668,-33.6846455747948
"81",92.7555110220441,"BRBL","FO",0,-34.7816168846153,-32.901911512625,-33.8417641986202
"82",93.7274549098196,"BRBL","FO",0,-34.9397805550474,-33.0560775611142,-33.9979290580808
"83",94.6993987975952,"BRBL","FO",0,-35.0970840266131,-33.2092356384774,-34.1531598325452
"84",95.6713426853707,"BRBL","FO",0,-35.2535458901977,-33.3614053068398,-34.3074755985187
"85",96.6432865731463,"BRBL","FO",0,-35.4091841454755,-33.5126055625626,-34.4608948540191
"86",97.6152304609218,"BRBL","FO",0,-35.5640162245929,-33.6628548588725,-34.6134355417327
"87",98.5871743486974,"BRBL","FO",0,-35.718059014708,-33.8121711273385,-34.7651150710232
"88",99.5591182364729,"BRBL","FO",0,-35.8713288794545,-33.9605717982676,-34.915950338861
"89",100.531062124248,"BRBL","FO",0,-36.0238416793898,-34.1080738200812,-35.0659577497355
"90",101.503006012024,"BRBL","FO",0,-36.1756127914867,-34.254693677733,-35.2151532346098
"91",102.4749498998,"BRBL","FO",0,-36.3266571277202,-34.4004474102236,-35.3635522689719
"92",103.446893787575,"BRBL","FO",0,-36.4769891528031,-34.5453506272651,-35.5111698900341
"93",104.418837675351,"BRBL","FO",0,-36.6266229011129,-34.6894185251429,-35.6580207131279
"94",105.390781563126,"BRBL","FO",0,-36.7755719928572,-34.8326659018219,-35.8041189473395
"95",106.362725450902,"BRBL","FO",0,-36.9238496495169,-34.9751071713385,-35.9494784104277
"96",107.334669338677,"BRBL","FO",0,-37.0714687086063,-35.1167563775198,-36.0941125430631
"97",108.306613226453,"BRBL","FO",0,-37.2184416377849,-35.2576272070657,-36.2380344224253
"98",109.278557114228,"BRBL","FO",0,-37.3647805483557,-35.397733002031,-36.3812567751933
"99",110.250501002004,"BRBL","FO",0,-37.5104972081812,-35.5370867717396,-36.5237919899604
"100",111.22244488978,"BRBL","FO",0,-37.6556030540467,-35.6757012041607,-36.6656521291037
"101",112.194388777555,"BRBL","FO",0,-37.800109203498,-35.8135886767787,-36.8068489401384
"102",113.166332665331,"BRBL","FO",0,-37.9440264661812,-35.9507612669809,-36.947393866581
"103",114.138276553106,"BRBL","FO",0,-38.0873653547075,-36.0872307619918,-37.0872980583497
"104",115.110220440882,"BRBL","FO",0,-38.2301360950682,-36.223008668375,-37.2265723817216
"105",116.082164328657,"BRBL","FO",0,-38.3723486366187,-36.3581062211286,-37.3652274288736
"106",117.054108216433,"BRBL","FO",0,-38.5140126616557,-36.492534392392,-37.5032735270239
"107",118.026052104208,"BRBL","FO",0,-38.6551375946041,-36.6263038997879,-37.640720747196
"108",118.997995991984,"BRBL","FO",0,-38.7957326108329,-36.7594252144147,-37.7775789126238
"109",119.96993987976,"BRBL","FO",0,-38.9358066451182,-36.8919085685098,-37.913857606814
"110",120.941883767535,"BRBL","FO",0,-39.0753683997682,-37.0237639627996,-38.0495661812839
"111",121.913827655311,"BRBL","FO",0,-39.2144263524268,-37.1550011735515,-38.1847137629891
"112",122.885771543086,"BRBL","FO",0,-39.3529887635693,-37.2856297593438,-38.3193092614566
"113",123.857715430862,"BRBL","FO",0,-39.4910636837055,-37.4156590675671,-38.4533613756363
"114",124.829659318637,"BRBL","FO",0,-39.6286589603021,-37.5450982406697,-38.5868786004859
"115",125.801603206413,"BRBL","FO",0,-39.765782244437,-37.6739562221608,-38.7198692332989
"116",126.773547094188,"BRBL","FO",0,-39.9024409971981,-37.8022417623828,-38.8523413797904
"117",127.745490981964,"BRBL","FO",0,-40.0386424958365,-37.9299634240631,-38.9843029599498
"118",128.717434869739,"BRBL","FO",0,-40.1743938396864,-38.0571295876569,-39.1157617136717
"119",129.689378757515,"BRBL","FO",0,-40.3097019558598,-38.1837484564907,-39.2467252061753
"120",130.661322645291,"BRBL","FO",0,-40.444573604727,-38.3098280617157,-39.3772008332213
"121",131.633266533066,"BRBL","FO",0,-40.5790153851921,-38.4353762670792,-39.5071958261357
"122",132.605210420842,"BRBL","FO",0,-40.7130337397713,-38.5604007735249,-39.6367172566481
"123",133.577154308617,"BRBL","FO",0,-40.8466349594825,-38.6849091236262,-39.7657720415543
"124",134.549098196393,"BRBL","FO",0,-40.9798251885544,-38.8089087058642,-39.8943669472093
"125",135.521042084168,"BRBL","FO",0,-41.1126104289632,-38.932406758754,-40.0225085938586
"126",136.492985971944,"BRBL","FO",0,-41.2449965448019,-39.0554103748279,-40.1502034598149
"127",137.464929859719,"BRBL","FO",0,-41.3769892664916,-39.1779265044816,-40.2774578854866
"128",138.436873747495,"BRBL","FO",0,-41.5085941948398,-39.299961959689,-40.4042780772644
"129",139.408817635271,"BRBL","FO",0,-41.6398168049517,-39.4215234175918,-40.5306701112717
"130",140.380761523046,"BRBL","FO",0,-41.770662450002,-39.5426174239683,-40.6566399369851
"131",141.352705410822,"BRBL","FO",0,-41.9011363648704,-39.6632503965889,-40.7821933807297
"132",142.324649298597,"BRBL","FO",0,-42.0312436696494,-39.7834286284595,-40.9073361490545
"133",143.296593186373,"BRBL","FO",0,-42.1609893730261,-39.9031582909612,-41.0320738319936
"134",144.268537074148,"BRBL","FO",0,-42.2903783755453,-40.022445436888,-41.1564119062167
"135",145.240480961924,"BRBL","FO",0,-42.4194154727584,-40.1412960033879,-41.2803557380732
"136",146.212424849699,"BRBL","FO",0,-42.5481053582616,-40.259715814811,-41.4039105865363
"137",147.184368737475,"BRBL","FO",0,-42.6764526266279,-40.3777105854687,-41.5270816060483
"138",148.156312625251,"BRBL","FO",0,-42.8044617762386,-40.4952859223068,-41.6498738492727
"139",149.128256513026,"BRBL","FO",0,-42.9321372120159,-40.6124473274968,-41.7722922697563
"140",150.100200400802,"BRBL","FO",0,-43.0594832480622,-40.7292002009477,-41.894341724505
"141",151.072144288577,"BRBL","FO",0,-43.186504110209,-40.8455498427427,-42.0160269764758
"142",152.044088176353,"BRBL","FO",0,-43.3132039384785,-40.961501455502,-42.1373526969903
"143",153.016032064128,"BRBL","FO",0,-43.4395867894626,-41.0770601466759,-42.2583234680692
"144",153.987975951904,"BRBL","FO",0,-43.5656566386206,-41.19223093077,-42.3789437846953
"145",154.959919839679,"BRBL","FO",0,-43.6914173825006,-41.3070187315057,-42.4992180570031
"146",155.931863727455,"BRBL","FO",0,-43.8168728408854,-41.421428383918,-42.6191506124017
"147",156.90380761523,"BRBL","FO",0,-43.9420267588681,-41.5354646363923,-42.7387456976302
"148",157.875751503006,"BRBL","FO",0,-44.0668828088584,-41.649132152644,-42.8580074807512
"149",158.847695390782,"BRBL","FO",0,-44.1914445925222,-41.7624355136414,-42.9769400530818
"150",159.819639278557,"BRBL","FO",0,-44.315715642658,-41.8753792194747,-43.0955474310664
"151",160.791583166333,"BRBL","FO",0,-44.4396994250123,-41.9879676911729,-43.2138335580926
"152",161.763527054108,"BRBL","FO",0,-44.5633993400347,-42.1002052724701,-43.3318023062524
"153",162.735470941884,"BRBL","FO",0,-44.6868187245771,-42.2120962315234,-43.4494574780502
"154",163.707414829659,"BRBL","FO",0,-44.809960853538,-42.3236447625841,-43.5668028080611
"155",164.679358717435,"BRBL","FO",0,-44.9328289414538,-42.4348549876231,-43.6838419645384
"156",165.65130260521,"BRBL","FO",0,-45.0554261440389,-42.5457309579123,-43.8005785509756
"157",166.623246492986,"BRBL","FO",0,-45.1777555596779,-42.6562766555647,-43.9170161076213
"158",167.595190380762,"BRBL","FO",0,-45.2998202308694,-42.7664959950324,-44.0331581129509
"159",168.567134268537,"BRBL","FO",0,-45.421623145625,-42.8763928245657,-44.1490079850953
"160",169.539078156313,"BRBL","FO",0,-45.5431672388245,-42.9859709276332,-44.2645690832288
"161",170.511022044088,"BRBL","FO",0,-45.6644553935287,-43.0952340243058,-44.3798447089172
"162",171.482965931864,"BRBL","FO",0,-45.7854904422511,-43.2041857726039,-44.4948381074275
"163",172.454909819639,"BRBL","FO",0,-45.9062751681913,-43.3128297698102,-44.6095524690007
"164",173.426853707415,"BRBL","FO",0,-46.0268123064292,-43.4211695537489,-44.723990930089
"165",174.39879759519,"BRBL","FO",0,-46.1471045450841,-43.529208604032,-44.8381565745581
"166",175.370741482966,"BRBL","FO",0,-46.2671545264376,-43.6369503432746,-44.9520524348561
"167",176.342685370741,"BRBL","FO",0,-46.3869648480229,-43.7443981382783,-45.0656814931506
"168",177.314629258517,"BRBL","FO",0,-46.5065380636811,-43.8515553011868,-45.1790466824339
"169",178.286573146293,"BRBL","FO",0,-46.6258766845863,-43.9584250906105,-45.2921508875984
"170",179.258517034068,"BRBL","FO",0,-46.7449831802398,-44.0650107127253,-45.4049969464826
"171",180.230460921844,"BRBL","FO",0,-46.863859979435,-44.1713153223424,-45.5175876508887
"172",181.202404809619,"BRBL","FO",0,-46.9825094711937,-44.2773420239532,-45.6299257475735
"173",182.174348697395,"BRBL","FO",0,-47.1009340056755,-44.3830938727479,-45.7420139392117
"174",183.14629258517,"BRBL","FO",0,-47.2191358950596,-44.4885738756094,-45.8538548853345
"175",184.118236472946,"BRBL","FO",0,-47.3371174144024,-44.5937849920834,-45.9654512032429
"176",185.090180360721,"BRBL","FO",0,-47.4548808024694,-44.6987301353252,-46.0768054688973
"177",186.062124248497,"BRBL","FO",0,-47.5724282625433,-44.8034121730231,-46.1879202177832
"178",187.034068136273,"BRBL","FO",0,-47.6897619632098,-44.9078339283005,-46.2987979457551
"179",188.006012024048,"BRBL","FO",0,-47.8068840391199,-45.011998180596,-46.409441109858
"180",188.977955911824,"BRBL","FO",0,-47.923796591732,-45.1159076665233,-46.5198521291276
"181",189.949899799599,"BRBL","FO",0,-48.0405016900321,-45.2195650807101,-46.6300333853711
"182",190.921843687375,"BRBL","FO",0,-48.1570013712344,-45.322973076618,-46.7399872239262
"183",191.89378757515,"BRBL","FO",0,-48.2732976414624,-45.4261342673426,-46.8497159544025
"184",192.865731462926,"BRBL","FO",0,-48.3893924764114,-45.5290512263954,-46.9592218514034
"185",193.837675350701,"BRBL","FO",0,-48.5052878219921,-45.6317264884678,-47.0685071552299
"186",194.809619238477,"BRBL","FO",0,-48.6209855949576,-45.7341625501765,-47.177574072567
"187",195.781563126253,"BRBL","FO",0,-48.7364876835127,-45.836361870793,-47.2864247771528
"188",196.753507014028,"BRBL","FO",0,-48.8517959479068,-45.9383268729556,-47.3950614104312
"189",197.725450901804,"BRBL","FO",0,-48.9669122210113,-46.0400599433655,-47.5034860821884
"190",198.697394789579,"BRBL","FO",0,-49.0818383088812,-46.1415634334666,-47.6117008711739
"191",199.669338677355,"BRBL","FO",0,-49.1965759913018,-46.2428396601108,-47.7197078257063
"192",200.64128256513,"BRBL","FO",0,-49.3111270223215,-46.3438909062074,-47.8275089642644
"193",201.613226452906,"BRBL","FO",0,-49.4254931307696,-46.4447194213585,-47.935106276064
"194",202.585170340681,"BRBL","FO",0,-49.5396760207615,-46.54532742248,-48.0425017216207
"195",203.557114228457,"BRBL","FO",0,-49.6536773721907,-46.6457170944086,-48.1496972332996
"196",204.529058116232,"BRBL","FO",0,-49.7674988412074,-46.7458905904956,-48.2566947158515
"197",205.501002004008,"BRBL","FO",0,-49.8811420606858,-46.8458500331876,-48.3634960469367
"198",206.472945891784,"BRBL","FO",0,-49.9946086406785,-46.9455975145937,-48.4701030776361
"199",207.444889779559,"BRBL","FO",0,-50.1079001688602,-47.0451350970414,-48.5765176329508
"200",208.416833667335,"BRBL","FO",0,-50.2210182109597,-47.1444648136191,-48.6827415122894
"201",209.38877755511,"BRBL","FO",0,-50.3339643111814,-47.243588668708,-48.7887764899447
"202",210.360721442886,"BRBL","FO",0,-50.4467399926157,-47.3425086385012,-48.8946243155585
"203",211.332665330661,"BRBL","FO",0,-50.5593467576402,-47.4412266715125,-49.0002867145764
"204",212.304609218437,"BRBL","FO",0,-50.6717860883099,-47.5397446890739,-49.1057653886919
"205",213.276553106212,"BRBL","FO",0,-50.7840594467387,-47.6380645858222,-49.2110620162805
"206",214.248496993988,"BRBL","FO",0,-50.8961682754712,-47.7361882301753,-49.3161782528233
"207",215.220440881764,"BRBL","FO",0,-51.0081139978455,-47.8341174647985,-49.421115731322
"208",216.192384769539,"BRBL","FO",0,-51.1198980183471,-47.9318541070608,-49.525876062704
"209",217.164328657315,"BRBL","FO",0,-51.2315217229551,-48.0293999494812,-49.6304608362182
"210",218.13627254509,"BRBL","FO",0,-51.3429864794789,-48.126756760166,-49.7348716198224
"211",219.108216432866,"BRBL","FO",0,-51.4542936378879,-48.2239262832365,-49.8391099605622
"212",220.080160320641,"BRBL","FO",0,-51.5654445306331,-48.3209102392481,-49.9431773849406
"213",221.052104208417,"BRBL","FO",0,-51.6764404729612,-48.4177103256002,-50.0470753992807
"214",222.024048096192,"BRBL","FO",0,-51.7872827632211,-48.514328216938,-50.1508054900795
"215",222.995991983968,"BRBL","FO",0,-51.8979726831638,-48.6107655655453,-50.2543691243546
"216",223.967935871743,"BRBL","FO",0,-52.0085114982349,-48.7070240017301,-50.3577677499825
"217",224.939879759519,"BRBL","FO",0,-52.1189004578609,-48.803105134201,-50.461002796031
"218",225.911823647295,"BRBL","FO",0,-52.2291407957281,-48.8990105504373,-50.5640756730827
"219",226.88376753507,"BRBL","FO",0,-52.3392337300566,-48.9947418170498,-50.6669877735532
"220",227.855711422846,"BRBL","FO",0,-52.4491804638664,-49.0903004801361,-50.7697404720012
"221",228.827655310621,"BRBL","FO",0,-52.558982185239,-49.1856880656267,-50.8723351254328
"222",229.799599198397,"BRBL","FO",0,-52.6686400675723,-49.2809060796258,-50.974773073599
"223",230.771543086172,"BRBL","FO",0,-52.7781552698301,-49.375956008744,-51.077055639287
"224",231.743486973948,"BRBL","FO",0,-52.8875289367862,-49.4708393204248,-51.1791841286055
"225",232.715430861723,"BRBL","FO",0,-52.996762199263,-49.5655574632644,-51.2811598312637
"226",233.687374749499,"BRBL","FO",0,-53.1058561743648,-49.6601118673251,-51.3829840208449
"227",234.659318637275,"BRBL","FO",0,-53.2148119657063,-49.7545039444423,-51.4846579550743
"228",235.63126252505,"BRBL","FO",0,-53.3236306636361,-49.8487350885257,-51.5861828760809
"229",236.603206412826,"BRBL","FO",0,-53.4323133454549,-49.942806675854,-51.6875600106544
"230",237.575150300601,"BRBL","FO",0,-53.5408610756299,-50.0367200653641,-51.788790570497
"231",238.547094188377,"BRBL","FO",0,-53.6492749060042,-50.1304765989348,-51.8898757524695
"232",239.519038076152,"BRBL","FO",0,-53.7575558760012,-50.2240776016641,-51.9908167388326
"233",240.490981963928,"BRBL","FO",0,-53.8657050128259,-50.317524382142,-52.0916146974839
"234",241.462925851703,"BRBL","FO",0,-53.9737233316609,-50.4108182327173,-52.1922707821891
"235",242.434869739479,"BRBL","FO",0,-54.0816118358591,-50.5039604297595,-52.2927861328093
"236",243.406813627255,"BRBL","FO",0,-54.1893715171318,-50.5969522339154,-52.3931618755236
"237",244.37875751503,"BRBL","FO",0,-54.2970033557332,-50.689794890361,-52.4933991230471
"238",245.350701402806,"BRBL","FO",0,-54.4045083206413,-50.782489629048,-52.5934989748446
"239",246.322645290581,"BRBL","FO",0,-54.5118873697348,-50.8750376649463,-52.6934625173405
"240",247.294589178357,"BRBL","FO",0,-54.6191414499663,-50.9674401982812,-52.7932908241237
"241",248.266533066132,"BRBL","FO",0,-54.7262714975326,-51.0596984147662,-52.8929849561494
"242",249.238476953908,"BRBL","FO",0,-54.833278438041,-51.1518134858316,-52.9925459619363
"243",250.210420841683,"BRBL","FO",0,-54.9401631866724,-51.2437865688485,-53.0919748777604
"244",251.182364729459,"BRBL","FO",0,-55.0469266483412,-51.3356188073485,-53.1912727278448
"245",252.154308617234,"BRBL","FO",0,-55.1535697178525,-51.4273113312395,-53.290440524546
"246",253.12625250501,"BRBL","FO",0,-55.2600932800549,-51.5188652570172,-53.3894792685361
"247",254.098196392786,"BRBL","FO",0,-55.3664982099921,-51.6102816879726,-53.4883899489824
"248",255.070140280561,"BRBL","FO",0,-55.4727853730498,-51.7015617143959,-53.5871735437229
"249",256.042084168337,"BRBL","FO",0,-55.5789556251012,-51.792706413776,-53.6858310194386
"250",257.014028056112,"BRBL","FO",0,-55.6850098126484,-51.883716850997,-53.7843633318227
"251",257.985971943888,"BRBL","FO",0,-55.7909487729623,-51.9745940785307,-53.8827714257465
"252",258.957915831663,"BRBL","FO",0,-55.8967733342187,-52.0653391366251,-53.9810562354219
"253",259.929859719439,"BRBL","FO",0,-56.0024843156329,-52.1559530534904,-54.0792186845616
"254",260.901803607214,"BRBL","FO",0,-56.1080825275905,-52.2464368454804,-54.1772596865355
"255",261.87374749499,"BRBL","FO",0,-56.2135687717772,-52.3367915172719,-54.2751801445246
"256",262.845691382765,"BRBL","FO",0,-56.3189438413047,-52.4270180620393,-54.372980951672
"257",263.817635270541,"BRBL","FO",0,-56.424208520835,-52.5171174616274,-54.4706629912312
"258",264.789579158317,"BRBL","FO",0,-56.529363586703,-52.60709068672,-54.5682271367115
"259",265.761523046092,"BRBL","FO",0,-56.6344098070351,-52.6969386970063,-54.6656742520207
"260",266.733466933868,"BRBL","FO",0,-56.7393479418674,-52.7866624413436,-54.7630051916055
"261",267.705410821643,"BRBL","FO",0,-56.8441787432607,-52.8762628579171,-54.8602208005889
"262",268.677354709419,"BRBL","FO",0,-56.9489029554137,-52.9657408743977,-54.9573219149057
"263",269.649298597194,"BRBL","FO",0,-57.0535213147738,-53.0550974080959,-55.0543093614349
"264",270.62124248497,"BRBL","FO",0,-57.1580345501471,-53.1443333661132,-55.1511839581301
"265",271.593186372745,"BRBL","FO",0,-57.2624433828042,-53.2334496454914,-55.2479465141478
"266",272.565130260521,"BRBL","FO",0,-57.3667485265866,-53.3224471333585,-55.3445978299726
"267",273.537074148297,"BRBL","FO",0,-57.4709506880095,-53.4113267070725,-55.441138697541
"268",274.509018036072,"BRBL","FO",0,-57.5750505663629,-53.5000892343624,-55.5375699003626
"269",275.480961923848,"BRBL","FO",0,-57.6790488538122,-53.5887355734666,-55.6338922136394
"270",276.452905811623,"BRBL","FO",0,-57.7829462354952,-53.6772665732697,-55.7301064043824
"271",277.424849699399,"BRBL","FO",0,-57.886743389619,-53.7656830734353,-55.8262132315271
"272",278.396793587174,"BRBL","FO",0,-57.9904409875539,-53.8539859045383,-55.9222134460461
"273",279.36873747495,"BRBL","FO",0,-58.0940396939269,-53.9421758881937,-56.0181077910603
"274",280.340681362725,"BRBL","FO",0,-58.1975401667125,-54.0302538371835,-56.113897001948
"275",281.312625250501,"BRBL","FO",0,-58.3009430573224,-54.1182205555812,-56.2095818064518
"276",282.284569138277,"BRBL","FO",0,-58.4042490106938,-54.206076838875,-56.3051629247844
"277",283.256513026052,"BRBL","FO",0,-58.5074586653761,-54.2938234740875,-56.4006410697318
"278",284.228456913828,"BRBL","FO",0,-58.6105726536157,-54.3814612398943,-56.496016946755
"279",285.200400801603,"BRBL","FO",0,-58.71359160144,-54.4689909067409,-56.5912912540904
"280",286.172344689379,"BRBL","FO",0,-58.8165161287396,-54.556413236956,-56.6864646828478
"281",287.144288577154,"BRBL","FO",0,-58.9193468493491,-54.6437289848651,-56.7815379171071
"282",288.11623246493,"BRBL","FO",0,-59.0220843711268,-54.7309388968999,-56.8765116340134
"283",289.088176352705,"BRBL","FO",0,-59.1247292960327,-54.8180437117079,-56.9713865038703
"284",290.060120240481,"BRBL","FO",0,-59.2272822202054,-54.9050441602585,-57.0661631902319
"285",291.032064128256,"BRBL","FO",0,-59.3297437340381,-54.9919409659484,-57.1608423499932
"286",292.004008016032,"BRBL","FO",0,-59.4321144222524,-55.0787348447046,-57.2554246334785
"287",292.975951903808,"BRBL","FO",0,-59.5343948639718,-55.1654265050863,-57.3499106845291
"288",293.947895791583,"BRBL","FO",0,-59.6365856327939,-55.2520166483843,-57.4443011405891
"289",294.919839679359,"BRBL","FO",0,-59.7386872968603,-55.3385059687194,-57.5385966327898
"290",295.891783567134,"BRBL","FO",0,-59.8407004189271,-55.4248951531389,-57.632797786033
