organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-11 21:42,1595240,1SPT,1428584,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,7.16,180,4.54,1.80kHz,4.22kHz,4394760,1,Song,1,,t,2,Alana Demko,532,15,f,-26.87,-27.7,3,0.042872,0.028625,0.057617,-24.79,-55.13,-63.39,2,0,-0.011139,0.004761,-39.06,-32.87,-36.27,2,0.018472,-0.002563,0.038971,-28.19,-51.63,-62.18,2,0,-0.006592,0.006927,-43.19,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428584,https://wildtrax-aru.s3-accelerate.amazonaws.com/539ec808-b0c3-4202-a9e1-529786c09d5d/704bfff7a912491bbabdd141d7d1a1e0.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/539ec808-b0c3-4202-a9e1-529786c09d5d/c68fe2e6444940079178292c6a9de16a.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-11 21:42,1595240,1SPT,1428584,t,SWTH,Swainson's Thrush,CATHARUS USTULATUS,Aves,18.21,180,1.46,0.82kHz,6.13kHz,4394761,2,Song,1,,t,1,Alana Demko,532,15,f,-26.75,-27.82,2,0.042953,0.029053,0.055695,-25.08,-56.18,-58.87,2,-0.000003,-0.019775,0.005768,-34.08,-32.74,-35.85,2,0.018511,0.001892,0.034668,-29.2,-56.2,-58.41,2,-0.000001,-0.00943,0.005432,-40.51,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428584,https://wildtrax-aru.s3-accelerate.amazonaws.com/539ec808-b0c3-4202-a9e1-529786c09d5d/fe657048a595469c8013852790c203cf.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/539ec808-b0c3-4202-a9e1-529786c09d5d/1f46e18d05974ce79d777b5a45053a9f.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-12 21:43,1595318,1SPT,1428662,t,SWTH,Swainson's Thrush,CATHARUS USTULATUS,Aves,1.03,180,1.63,0.62kHz,5.92kHz,4388617,1,Song,1,,t,1,Christopher Moser-Purdy,37,15,f,-27.01,-27.68,2,0.042788,0.028198,0.056763,-24.92,-55.17,-59.56,2,-0.000004,-0.023315,0.005341,-32.65,-33.5,-35.74,2,0.018352,0.003235,0.03418,-29.32,-55.72,-58.27,2,-0.000002,-0.012695,0.006409,-37.93,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428662,https://wildtrax-aru.s3-accelerate.amazonaws.com/16d9c3f6-cbef-4199-bfda-2cbcb79de0e4/2aa86c3d250345fab1a532757d9d33da.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/16d9c3f6-cbef-4199-bfda-2cbcb79de0e4/f0e8b613d1354c1ea4c9172e2bc7281b.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-12 21:43,1595318,1SPT,1428662,t,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,Aves,24.68,180,1.06,1.96kHz,5.56kHz,4388619,1,Song,1,,t,1,Christopher Moser-Purdy,37,15,f,-25.02,-30.66,2,0.042058,-0.005829,0.077637,-22.2,-56.62,-59.69,2,-0.000001,-0.009277,0.010132,-39.89,-29.43,-36.46,3,0.017884,-0.026611,0.052612,-25.58,-56.02,-58.11,2,0,-0.007904,0.007446,-42.04,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428662,https://wildtrax-aru.s3-accelerate.amazonaws.com/16d9c3f6-cbef-4199-bfda-2cbcb79de0e4/dbda7bfe862c4e9b80ae78da2064f137.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/16d9c3f6-cbef-4199-bfda-2cbcb79de0e4/20176cda0e554a77965bed07f1b14055.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-12 21:43,1595318,1SPT,1428662,t,UNPA,Unidentified Passerine,,Aves,85.44,180,1.84,0.98kHz,5.20kHz,4388620,1,Call,1,,f,2,Christopher Moser-Purdy,37,,f,-22.87,-29.4,2,0.043224,-0.020752,0.112305,-18.99,-53.78,-58.12,2,-0.000002,-0.017151,0.012878,-35.31,-24.28,-38.79,2,0.018596,-0.068146,0.101379,-19.88,-52.12,-56.97,2,0,-0.009735,0.009186,-40.23,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428662,https://wildtrax-aru.s3-accelerate.amazonaws.com/16d9c3f6-cbef-4199-bfda-2cbcb79de0e4/e20e3a5800114260bbc350678cf24b18.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/16d9c3f6-cbef-4199-bfda-2cbcb79de0e4/74fa3868849e4e938c581dd30001bee0.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,SWTH,Swainson's Thrush,CATHARUS USTULATUS,Aves,11.19,180,1.34,0.93kHz,3.97kHz,5246660,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.58,-27.9,2,0.043363,0.024841,0.060547,-24.36,-48.47,-59.34,2,-0.000002,-0.015228,0.010529,-36.35,-33.28,-35.4,2,0.018857,0.003235,0.035034,-29.11,-50.42,-60.06,2,-0.000001,-0.008759,0.00882,-41.09,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/1ffa6ba6477843b9a809417f6b6e66d7.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/1bfd1aca80474ab3a101bf447a477aa2.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,OSFL,Olive-sided Flycatcher,CONTOPUS COOPERI,Aves,12.55,180,0.85,2.27kHz,3.86kHz,5246652,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.59,-27.76,2,0.043362,0.027618,0.060211,-24.41,-56.67,-64.78,2,-0.000001,-0.007599,0.005829,-42.39,-33.61,-35.2,3,0.018952,0.007355,0.031464,-30.04,-60.07,-65.63,2,0,-0.003571,0.003174,-48.95,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/ba2868a437434ea09524356f476e7542.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/dda0a8c6bc464d76a2ec5b8758f51419.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,Aves,15.96,180,1.84,3.55kHz,5.72kHz,5246666,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.59,-28.05,3,0.043416,0.029755,0.05545,-25.12,-59.55,-65.31,2,0,-0.006989,0.005646,-43.11,-33.21,-35.27,2,0.01889,0.009308,0.030365,-30.35,-61.32,-65.73,2,0,-0.003204,0.002686,-49.89,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/554a863e19eb40f6be4bd68caa1e2d09.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/5d496fb697ce4d369698534fb0e9e806.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,AMRO,American Robin,TURDUS MIGRATORIUS,Aves,35.48,180,0.88,1.29kHz,3.14kHz,5246672,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.17,-27.32,2,0.04344,-0.007355,0.095978,-20.36,-61.1,-65.84,2,-0.000002,-0.008514,0.003906,-41.4,-31.26,-33.03,2,0.019043,-0.039124,0.07489,-22.51,-61.2,-64.84,2,-0.000001,-0.00589,0.003662,-44.6,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/e3e9cffa970f45c4a25bdb65500f0ba8.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/89b6f26408f44c258d5850ee6dff7054.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,37.28,180,2.99,2.99kHz,4.38kHz,5246606,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.58,-27.87,2,0.04322,0.024567,0.062927,-24.02,-51.98,-66.45,2,0,-0.007172,0.006805,-42.89,-32.64,-35.72,2,0.018814,-0.002991,0.03775,-28.46,-57.12,-65.74,2,0,-0.004578,0.004517,-46.79,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/d372071fe0734a6a9b7840484e959c3a.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/b15cb850533b488f89608ea6f04d1417.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,DEJU,Dark-eyed Junco,JUNCO HYEMALIS,Aves,40.2,180,1.91,3.24kHz,7.36kHz,5244187,2,Song,1,,f,1,Leonard Patterson,2623,,f,-25.83,-27.73,2,0.043289,-0.009033,0.107544,-19.37,-36.55,-52.26,3,0,-0.048248,0.048889,-26.22,-31.23,-34.24,2,0.018839,-0.038696,0.077148,-22.25,-34.08,-49.04,2,0,-0.055176,0.05658,-24.95,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/3f7557ebcdc94b6c800cc15e6ea345c8.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/7fc8dae9e7ca453b951eb559b38bc960.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,NOWA,Northern Waterthrush,PARKESIA NOVEBORACENSIS,Aves,42.4,180,0.75,1.85kHz,5.67kHz,5246601,1,Song,1,,f,2,Leonard Patterson,2623,,f,-26.68,-27.7,2,0.043778,0.028748,0.060364,-24.38,-57.8,-61.78,4,-0.000002,-0.01593,0.004669,-35.96,-33.14,-35.77,2,0.018912,0.002136,0.03418,-29.32,-56.88,-61.82,2,-0.000001,-0.007996,0.004517,-41.94,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/531c8cc93dfb4a199aef0f90e60bbe97.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/157acfec212449969cca1f5b5dd6dc37.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,Aves,43.95,180,1.21,3.66kHz,7.00kHz,5246599,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.54,-27.94,2,0.043394,0.0242,0.060394,-24.38,-51.83,-60.4,2,-0.000001,-0.011505,0.01062,-38.78,-33.36,-35.47,2,0.01889,0.004395,0.033051,-29.62,-53.5,-59.96,2,0,-0.007568,0.007996,-41.94,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/0e0152ea9aef4b4aac3ae32498af9d16.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/da000ba9cd3b4a5e8c206852ba3575d9.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,WAVI,Warbling Vireo,VIREO GILVUS,Aves,47.86,180,1.49,1.80kHz,3.86kHz,5246603,1,Song,1,,f,1,Leonard Patterson,2623,,f,-26.03,-28.01,2,0.043592,0.026031,0.061798,-24.18,-53.28,-63.43,2,-0.000001,-0.009186,0.0065,-40.74,-33.24,-35.36,2,0.018894,0.006927,0.032379,-29.79,-55.19,-63.29,2,0,-0.005829,0.00589,-44.6,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/bb437ca41c1a47b8a1df9657de066e16.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/30231691e345406da91bf5ab321e0f9b.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,51.01,180,0.93,2.63kHz,3.45kHz,5246630,2,Song,1,,f,2,Leonard Patterson,2623,,f,-26.39,-27.52,2,0.043417,-0.002075,0.095123,-20.43,-59.84,-69.32,2,-0.000001,-0.004883,0.004517,-46.23,-31.12,-34.47,3,0.018456,-0.035522,0.074768,-22.53,-58.24,-68.35,2,0,-0.004333,0.004303,-47.26,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/d31e9b95bb6d491ab3dd8b25555013cb.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/4601f01ecf294300980878c739066821.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,SWTH,Swainson's Thrush,CATHARUS USTULATUS,Aves,79.34,180,0.44,1.96kHz,4.12kHz,5246641,2,Song,1,,f,1,Leonard Patterson,2623,,f,-26.82,-27.56,3,0.043861,0.030151,0.058594,-24.64,-56.14,-60.38,2,-0.000002,-0.009247,0.007355,-40.68,-33.05,-35.09,2,0.019116,0.002808,0.033417,-29.52,-59.22,-60.75,2,-0.000001,-0.004913,0.003998,-46.17,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/d04601c3afca40d6adecc2c29d3b8dfd.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/4e8b12eadaba45629a54ebfad43c632e.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,81.99,180,2.75,2.32kHz,3.66kHz,5246612,3,Song,1,,f,1,Leonard Patterson,2623,,f,-26.62,-27.98,2,0.043464,0.002014,0.090851,-20.83,-60.67,-67.72,2,0,-0.008118,0.00705,-41.81,-33.42,-35.7,2,0.018785,-0.023407,0.061279,-24.25,-60.78,-67.29,2,0,-0.003204,0.003326,-49.56,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/db74cf75eba045dab66fad4c41d11f00.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/3f5fd915997947b39243a372e3414c85.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,OCWA,Orange-crowned Warbler,LEIOTHLYPIS CELATA,Aves,100.29,180,1.81,3.91kHz,5.87kHz,5246644,2,Song,1,,f,1,Leonard Patterson,2623,,f,-26.6,-27.87,2,0.043545,0.030212,0.056061,-25.03,-62.36,-65.76,2,0,-0.006134,0.005035,-44.25,-33.26,-35.34,2,0.018897,0.00647,0.031097,-30.15,-63.53,-66.3,2,0,-0.003387,0.002838,-49.4,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/3c1791187240430bb04bf0f711ccd06f.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/cb0942c1a9a34ddba72b078eeb8fffb8.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-13 5:07,2886770,1SPT,2605067,t,DUFL,Dusky Flycatcher,EMPIDONAX OBERHOLSERI,Aves,142.34,180,0.38,3.76kHz,6.39kHz,5246648,1,Song,1,,f,2,Leonard Patterson,2623,,f,-26.81,-27.47,2,0.043847,0.031189,0.05481,-25.22,-61,-65.31,2,-0.000002,-0.008362,0.006378,-41.55,-33.24,-35.2,2,0.019483,0.006897,0.032227,-29.84,-58.84,-64.44,2,0,-0.004639,0.004852,-46.28,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2605067,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/cecbfdd912244559918976c2dac37c22.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4ece4b18-6a98-4dd9-a4e8-9b3711eebd65/8f6ee23a2a8d4ffa957aabf2ad1a3aa5.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 4:07,1595257,1SPT,1428601,t,UNTR,Unidentified Trill,,Aves,148.75,180,1.48,1.75kHz,5.36kHz,4395775,1,Song,1,,f,1,Marcus Sommers,1224,,f,-27.09,-27.58,2,0.043115,0.034302,0.052979,-25.52,-60.73,-63.37,2,-0.000001,-0.016266,0.004913,-35.77,-33.99,-35.11,2,0.018727,0.010345,0.028381,-30.94,-61.67,-63.43,2,-0.000001,-0.007599,0.003326,-42.39,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428601,https://wildtrax-aru.s3-accelerate.amazonaws.com/a81d9a7a-d06b-4ddf-a3a3-65b3d958ad7d/06bea41d1b90480c8a80517838bdbf62.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/a81d9a7a-d06b-4ddf-a3a3-65b3d958ad7d/d64b9625330f45e0ac226c7bd5be11d1.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,WAVI,Warbling Vireo,VIREO GILVUS,Aves,0.1,180,1.19,1.96kHz,5.10kHz,4388405,1,Song,1,,t,1,Alex MacPhail,15,15,f,-26.85,-27.62,2,0.043051,-0.011688,0.088623,-21.05,-54.39,-61.23,2,-0.000001,-0.039276,0.040619,-27.83,-33.62,-36.61,2,0.018126,-0.027832,0.037689,-28.48,-56.86,-60.51,2,0,-0.019623,0.019867,-34.04,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/b57cc7ba592f42b092867879916ff870.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/4a36a3709c0443f8a5e358a6bf5b0882.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,DUFL,Dusky Flycatcher,EMPIDONAX OBERHOLSERI,Aves,1.89,180,2.8,3.09kHz,6.44kHz,4388391,1,Song,1,,t,2,Christopher Moser-Purdy,37,15,f,-26.51,-28,2,0.043258,0.00946,0.067322,-23.44,-53.75,-62.29,2,0,-0.017365,0.017395,-35.19,-32.15,-36.5,2,0.018495,-0.041962,0.044983,-26.94,-50.17,-61.73,2,0,-0.022247,0.01889,-33.05,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/94b7b6802cb143d29742d7d96a879223.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/6b88ff1fb59748d59d7aed36671d14ac.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,SWTH,Swainson's Thrush,CATHARUS USTULATUS,Aves,2.29,180,1.85,0.62kHz,5.61kHz,4388392,1,Song,1,,t,2,Christopher Moser-Purdy,37,15,f,-26.9,-27.57,2,0.043327,0.012421,0.067322,-23.44,-53.32,-58.14,2,-0.000003,-0.020844,0.015259,-33.62,-32.15,-36.06,2,0.018554,-0.012024,0.044983,-26.94,-52.58,-57.55,2,-0.000002,-0.021698,0.019745,-33.27,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/d9a501895ec1494ea5369ed9fa4d083d.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/863ff5b1bb704faa9fadd83675d38e8e.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,Aves,6.63,180,0.71,1.49kHz,5.77kHz,4388397,1,Song,1,,t,1,Christopher Moser-Purdy,37,15,f,-26.91,-27.55,2,0.043307,-0.009491,0.095459,-20.4,-50.86,-58.88,2,-0.000003,-0.03064,0.040192,-27.92,-33.34,-35.23,2,0.018721,0.001648,0.043213,-27.29,-52.87,-57.66,2,-0.000001,-0.016571,0.015198,-35.61,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/c649e2b719b54488b3ca06a1c0865fa8.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/1f2e2db7790f477b94e9e99751f9a69c.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,OSFL,Olive-sided Flycatcher,CONTOPUS COOPERI,Aves,6.73,180,1.21,1.34kHz,3.76kHz,4388409,1,Call,1,,t,1,Christopher Moser-Purdy,37,15,f,-26.91,-27.56,2,0.043132,-0.016235,0.099274,-20.06,-52.73,-60.32,2,-0.000002,-0.026917,0.028992,-30.75,-33.35,-35.45,2,0.018559,-0.031616,0.061127,-24.28,-54.03,-60.33,3,-0.000001,-0.020721,0.018951,-33.67,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/dd002c183ad34a169bd125ef172110f8.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/82729512fe484d8aaea3e85a3b60296f.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,UNPA,Unidentified Passerine,,Aves,7.93,180,1.29,1.55kHz,5.72kHz,4388408,1,Song,1,,f,2,Alex MacPhail,15,,f,-26.91,-27.61,2,0.043337,0.02179,0.065125,-23.73,-51.31,-58.75,2,-0.000002,-0.017151,0.013702,-35.31,-33.45,-35.39,2,0.018543,-0.004059,0.046448,-26.66,-50.44,-58.32,2,-0.000001,-0.011597,0.011047,-38.71,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/07acc12e496f4c589d486bf54e4edb0b.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/cc474da2e86543238ad352baf521792f.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2024,2967,DOC213-NT-C,492673,2024-06-14 7:07,1595212,1SPT,1428556,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,25.05,180,3.18,2.52kHz,4.12kHz,4388399,1,Song,1,,t,2,Christopher Moser-Purdy,37,15,f,-26.81,-27.69,2,0.043223,0.002319,0.100159,-19.99,-54.74,-64.08,2,0,-0.01123,0.011017,-38.99,-33.19,-35.89,2,0.018731,-0.032532,0.087891,-21.12,-51.98,-63.69,2,0,-0.015656,0.016754,-35.52,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=1428556,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/50cb92ae8cc94ac29db4a907ef04bea0.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/4df1edfb-dab0-437b-88ef-c1bf41f01863/6270e91b261b4b6c93cf23192a3cf9c6.flac
