organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,is_complete,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,needs_review,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-04 05:12:00,2894253,1SPT,2622079,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,161.51,180.00,3.04,4.07kHz,5.00kHz,5284734,2,Song,1,,f,2,Leonard Patterson,2623,,f,-35.09,-38.37,2,0.012785,-0.014404,0.044952,-26.94,-53.94,-65.42,2,0,-0.004547,0.004486,-46.85,-30.7,-32.26,2,0.026422,0.009277,0.046265,-26.7,-54.81,-67.11,2,0,-0.005066,0.005127,-45.8,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622079,https://wildtrax-aru.s3-accelerate.amazonaws.com/f89f1ba9-4383-4608-ba55-1148742c0838/43e5ef19cce34eddb8a770f517ac99e7.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/f89f1ba9-4383-4608-ba55-1148742c0838/839c7ea8c7684fb799beeb78590c97cd.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-04 05:12:00,2894253,1SPT,2622079,t,SWTH,Swainson's Thrush,CATHARUS USTULATUS,Aves,168.93,180.00,1.41,1.29kHz,4.94kHz,5284736,1,Song,1,,f,2,Leonard Patterson,2623,,f,-35.73,-38.5,2,0.012821,-0.012177,0.037567,-28.5,-54.93,-57.54,3,-0.000001,-0.006866,0.00592,-43.27,-30.81,-32.26,2,0.026332,0.010529,0.040894,-27.77,-50.95,-60.8,2,-0.000001,-0.010529,0.006226,-39.55,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622079,https://wildtrax-aru.s3-accelerate.amazonaws.com/f89f1ba9-4383-4608-ba55-1148742c0838/2e65bbdb77a64915982f0206c26a3010.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/f89f1ba9-4383-4608-ba55-1148742c0838/4e61d5117b3943168d189c7dad16dad6.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,3.83,180.00,1.73,2.68kHz,4.02kHz,5285033,1,Song,1,,f,2,Leonard Patterson,2623,,f,-35.2,-39.14,2,0.012979,-0.006256,0.031158,-30.13,-59.13,-64.83,2,0,-0.003387,0.00354,-49.02,-30.88,-31.93,2,0.026673,0.015472,0.037964,-28.41,-53.48,-65.2,2,0,-0.005096,0.005127,-45.8,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/b0921ad4bf9a46dfa1ab0dc3e3dd1a6a.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/6a648966326f4f5d9b73f859c3c54a15.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,19.98,180.00,2.06,2.58kHz,3.91kHz,5285034,2,Song,1,,f,2,Leonard Patterson,2623,,f,-35.95,-38.77,2,0.013099,-0.004089,0.030121,-30.42,-58.24,-65.04,2,0,-0.003754,0.003632,-48.51,-30.97,-31.92,2,0.026638,0.015869,0.039825,-28,-54.54,-66.71,3,0,-0.005798,0.005951,-44.51,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/1a9a657f38d3412bb4fe58cb0d442366.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/c2255b362cf2430f86388ef8706d9acc.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,RUGR,Ruffed Grouse,BONASA UMBELLUS,Aves,27.25,180.00,4.89,0.05kHz,0.46kHz,5285038,1,Non-vocal,1,,f,1,Leonard Patterson,2623,,f,-35.26,-38.94,2,0.012943,-0.007294,0.032684,-29.71,-39.03,-42.79,8,-0.008365,-0.020294,0.002533,-33.85,-30.85,-32.07,2,0.026714,0.011108,0.042084,-27.52,-34.65,-35.87,11,-0.017266,-0.025085,-0.009033,-32.01,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/afbb2eb9860e41fe8bf9fba029762b9b.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/499d9bd4f23243fc8515b3d3332e30f4.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,DUFL,Dusky Flycatcher,EMPIDONAX OBERHOLSERI,Aves,33.00,180.00,0.50,3.44kHz,7.20kHz,5285006,1,Song,1,,f,2,Leonard Patterson,2623,,f,-36.61,-38.64,2,0.013161,-0.003937,0.027161,-31.32,-57.21,-62.9,2,-0.000001,-0.005737,0.004517,-44.83,-31.2,-31.88,2,0.026648,0.013367,0.039856,-27.99,-51.64,-62.8,2,-0.000001,-0.008453,0.008759,-41.15,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/f54e4579113e4d22a70690c4acad391d.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/39756561db814fa9842ee41cbaae79ca.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,CANG,Canada Goose,BRANTA CANADENSIS,Aves,40.19,180.00,3.56,0.00kHz,1.24kHz,5285039,1,Song,1,,f,1,Leonard Patterson,2623,,f,-35.24,-38.75,2,0.013013,-0.013397,0.03537,-29.03,-35.27,-38.82,2,0.013013,-0.009918,0.031433,-30.05,-30.57,-32.15,2,0.02665,0.009338,0.041748,-27.59,-30.58,-32.16,4,0.026649,0.011993,0.03894,-28.19,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/5516b3d21b024d69a0fe6b8356fb8113.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/3db79059d0574e919bbb64b49cdcbc4c.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,LISP,Lincoln's Sparrow,MELOSPIZA LINCOLNII,Aves,44.66,180.00,0.73,1.60kHz,2.83kHz,5285040,1,Song,1,,f,2,Leonard Patterson,2623,,f,-35.94,-39.11,2,0.013023,-0.003052,0.028625,-30.86,-59.48,-64.31,3,-0.000001,-0.00354,0.003662,-48.73,-31.15,-31.8,2,0.026716,0.014191,0.036499,-28.75,-57.48,-64.51,2,-0.000001,-0.004639,0.004364,-46.67,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/b7db327ba24f44a6b631d63caf2c4217.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/4beff1a022034d1bb662343a0eaf1808.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,Aves,45.54,180.00,1.14,3.66kHz,5.25kHz,5285041,1,Song,1,,f,2,Leonard Patterson,2623,,f,-35.19,-38.92,2,0.01312,-0.006866,0.031525,-30.03,-60.02,-63.91,2,0,-0.003265,0.003235,-49.72,-30.81,-31.92,2,0.026559,0.013641,0.037048,-28.62,-57.82,-64.39,2,0,-0.004425,0.004517,-46.9,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/0422b65f387a42ca839dda9736dcd877.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/6996cf140b3b45fdaef5a7b2ea295ed0.flac
CANFOR,Interior Broadleaf Working Group ARU Monitoring 2025 Limited Amplitude Processing,3701,MUS155-FR-C,492665,2025-06-07 05:10:00,2894254,1SPT,2622080,t,RCKI,Ruby-crowned Kinglet,CORTHYLIO CALENDULA,Aves,47.57,180.00,1.43,1.85kHz,4.12kHz,5285032,1,Song,1,,f,2,Leonard Patterson,2623,,f,-35.54,-38.72,2,0.013143,-0.004456,0.028778,-30.82,-59.8,-63.35,2,0,-0.003815,0.003693,-48.37,-30.82,-32.02,2,0.026549,0.016724,0.038544,-28.28,-59.32,-65.74,2,-0.000001,-0.006775,0.004028,-43.38,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=2622080,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/b4f16340e7ab4d018ac214e8c165ea83.jpg,https://wildtrax-aru.s3-accelerate.amazonaws.com/72c4fc07-f28f-47e6-8042-417232d110fd/a8fdc777dbef4a3aa2df094cd1120902.flac
